sentence_id annotator_id adj_subj subj landmark verb adj_obj obj annotator_score
14 3 monetary union file smooth civil lawsuit 2
14 30 monetary union file smooth civil lawsuit 1
14 31 monetary union file smooth civil lawsuit 5
14 32 monetary union file smooth civil lawsuit 1
14 33 monetary union file smooth civil lawsuit 2
14 34 monetary union file smooth civil lawsuit 1
14 35 monetary union file smooth civil lawsuit 2
14 36 monetary union file smooth civil lawsuit 3
14 37 monetary union file smooth civil lawsuit 3
14 38 monetary union file smooth civil lawsuit 2
14 39 monetary union file smooth civil lawsuit 3
14 4 monetary union file smooth civil lawsuit 2
14 40 monetary union file smooth civil lawsuit 1
14 41 monetary union file smooth civil lawsuit 2
14 42 monetary union file smooth civil lawsuit 1
14 43 monetary union file smooth civil lawsuit 4
14 5 monetary union file smooth civil lawsuit 4
14 6 monetary union file smooth civil lawsuit 2
14 7 monetary union file smooth civil lawsuit 2
14 8 monetary union file smooth civil lawsuit 3
14 9 monetary union file smooth civil lawsuit 2
15 1 big screw file register long shank 1
15 10 big screw file register long shank 1
15 11 big screw file register long shank 1
15 12 big screw file register long shank 1
15 13 big screw file register long shank 2
15 14 big screw file register long shank 5
15 15 big screw file register long shank 4
15 16 big screw file register long shank 5
15 17 big screw file register long shank 2
15 18 big screw file register long shank 1
15 19 big screw file register long shank 1
15 2 big screw file register long shank 6
15 20 big screw file register long shank 5
15 21 big screw file register long shank 1
15 22 big screw file register long shank 1
15 23 big screw file register long shank 2
15 24 big screw file register long shank 2
15 25 big screw file register long shank 1
15 26 big screw file register long shank 4
15 27 big screw file register long shank 1
15 28 big screw file register long shank 4
15 29 big screw file register long shank 1
15 3 big screw file register long shank 4
15 30 big screw file register long shank 1
15 31 big screw file register long shank 6
15 32 big screw file register long shank 1
15 33 big screw file register long shank 2
15 34 big screw file register long shank 1
15 35 big screw file register long shank 6
15 36 big screw file register long shank 1
15 37 big screw file register long shank 6
15 38 big screw file register long shank 2
15 39 big screw file register long shank 4
15 4 big screw file register long shank 2
15 40 big screw file register long shank 1
15 41 big screw file register long shank 1
15 42 big screw file register long shank 1
15 43 big screw file register long shank 5
15 5 big screw file register long shank 6
15 6 big screw file register long shank 5
15 7 big screw file register long shank 2
15 8 big screw file register long shank 2
15 9 big screw file register long shank 6
16 1 big screw file smooth long shank 2
16 10 big screw file smooth long shank 5
16 11 big screw file smooth long shank 4
16 12 big screw file smooth long shank 3
16 13 big screw file smooth long shank 6
16 14 big screw file smooth long shank 6
16 15 big screw file smooth long shank 5
16 16 big screw file smooth long shank 6
16 17 big screw file smooth long shank 2
16 18 big screw file smooth long shank 4
16 19 big screw file smooth long shank 1
16 2 big screw file smooth long shank 4
16 20 big screw file smooth long shank 2
16 21 big screw file smooth long shank 7
16 22 big screw file smooth long shank 6
16 23 big screw file smooth long shank 6
16 24 big screw file smooth long shank 6
16 25 big screw file smooth long shank 2
16 26 big screw file smooth long shank 3
16 27 big screw file smooth long shank 6
16 28 big screw file smooth long shank 4
16 29 big screw file smooth long shank 6
16 3 big screw file smooth long shank 2
16 30 big screw file smooth long shank 6
16 31 big screw file smooth long shank 5
16 32 big screw file smooth long shank 7
16 33 big screw file smooth long shank 6
16 34 big screw file smooth long shank 5
16 35 big screw file smooth long shank 2
16 36 big screw file smooth long shank 6
16 37 big screw file smooth long shank 3
16 38 big screw file smooth long shank 3
16 39 big screw file smooth long shank 4
16 4 big screw file smooth long shank 6
16 40 big screw file smooth long shank 4
16 41 big screw file smooth long shank 4
16 42 big screw file smooth long shank 4
16 43 big screw file smooth long shank 3
16 5 big screw file smooth long shank 6
16 6 big screw file smooth long shank 2
16 7 big screw file smooth long shank 6
16 8 big screw file smooth long shank 5
16 9 big screw file smooth long shank 2
17 1 heavy load file register front door 1
17 10 heavy load file register front door 2
17 11 heavy load file register front door 1
17 12 heavy load file register front door 2
17 13 heavy load file register front door 2
17 14 heavy load file register front door 3
17 15 heavy load file register front door 3
17 16 heavy load file register front door 2
17 17 heavy load file register front door 2
17 18 heavy load file register front door 1
17 19 heavy load file register front door 1
17 2 heavy load file register front door 3
17 20 heavy load file register front door 5
17 21 heavy load file register front door 1
17 22 heavy load file register front door 1
17 23 heavy load file register front door 2
17 24 heavy load file register front door 2
17 25 heavy load file register front door 1
17 26 heavy load file register front door 2
17 27 heavy load file register front door 1
17 28 heavy load file register front door 4
17 29 heavy load file register front door 1
17 3 heavy load file register front door 2
17 30 heavy load file register front door 1
17 31 heavy load file register front door 3
17 32 heavy load file register front door 1
17 33 heavy load file register front door 2
17 34 heavy load file register front door 1
17 35 heavy load file register front door 6
17 36 heavy load file register front door 2
17 37 heavy load file register front door 6
17 38 heavy load file register front door 1
17 39 heavy load file register front door 3
17 4 heavy load file register front door 2
17 40 heavy load file register front door 1
17 41 heavy load file register front door 2
17 42 heavy load file register front door 1
17 43 heavy load file register front door 2
17 5 heavy load file register front door 2
17 6 heavy load file register front door 5
17 7 heavy load file register front door 6
17 8 heavy load file register front door 2
17 9 heavy load file register front door 6
18 1 heavy load file smooth front door 1
18 10 heavy load file smooth front door 5
18 11 heavy load file smooth front door 2
18 12 heavy load file smooth front door 4
18 13 heavy load file smooth front door 3
18 14 heavy load file smooth front door 1
18 15 heavy load file smooth front door 6
18 16 heavy load file smooth front door 6
18 17 heavy load file smooth front door 2
18 18 heavy load file smooth front door 4
18 19 heavy load file smooth front door 1
18 2 heavy load file smooth front door 4
18 20 heavy load file smooth front door 2
18 21 heavy load file smooth front door 4
18 22 heavy load file smooth front door 4
18 23 heavy load file smooth front door 5
18 24 heavy load file smooth front door 5
18 25 heavy load file smooth front door 4
18 26 heavy load file smooth front door 3
18 27 heavy load file smooth front door 3
18 28 heavy load file smooth front door 4
18 29 heavy load file smooth front door 6
18 3 heavy load file smooth front door 2
18 30 heavy load file smooth front door 4
18 31 heavy load file smooth front door 3
18 32 heavy load file smooth front door 1
18 33 heavy load file smooth front door 5
18 34 heavy load file smooth front door 5
18 35 heavy load file smooth front door 2
18 36 heavy load file smooth front door 5
18 37 heavy load file smooth front door 2
18 38 heavy load file smooth front door 2
18 39 heavy load file smooth front door 5
18 4 heavy load file smooth front door 6
18 40 heavy load file smooth front door 4
18 41 heavy load file smooth front door 4
18 42 heavy load file smooth front door 1
18 43 heavy load file smooth front door 3
18 5 heavy load file smooth front door 6
18 6 heavy load file smooth front door 2
18 7 heavy load file smooth front door 6
18 8 heavy load file smooth front door 5
18 9 heavy load file smooth front door 2
19 1 independent state file register unilateral declaration 6
19 10 independent state file register unilateral declaration 6
19 11 independent state file register unilateral declaration 7
19 12 independent state file register unilateral declaration 6
19 13 independent state file register unilateral declaration 5
19 14 independent state file register unilateral declaration 5
19 15 independent state file register unilateral declaration 7
19 16 independent state file register unilateral declaration 6
19 17 independent state file register unilateral declaration 7
19 18 independent state file register unilateral declaration 5
19 19 independent state file register unilateral declaration 4
19 2 independent state file register unilateral declaration 5
19 20 independent state file register unilateral declaration 5
19 21 independent state file register unilateral declaration 7
19 22 independent state file register unilateral declaration 6
19 23 independent state file register unilateral declaration 6
19 24 independent state file register unilateral declaration 6
19 25 independent state file register unilateral declaration 4
19 26 independent state file register unilateral declaration 6
19 27 independent state file register unilateral declaration 6
19 28 independent state file register unilateral declaration 7
19 29 independent state file register unilateral declaration 6
19 3 independent state file register unilateral declaration 3
19 30 independent state file register unilateral declaration 6
19 31 independent state file register unilateral declaration 6
19 32 independent state file register unilateral declaration 6
19 33 independent state file register unilateral declaration 6
19 34 independent state file register unilateral declaration 7
19 35 independent state file register unilateral declaration 6
19 36 independent state file register unilateral declaration 6
19 37 independent state file register unilateral declaration 6
19 38 independent state file register unilateral declaration 6
